#,When,Who,Language,Time,Memory,Number_Class,Problem_name,Number,Class
170893253,Sep/04/2022 23:55,Karam_mohmd,GNU C++17,30 ms,0 KB,231A,Team,231,A
158307221,May/24/2022 17:23,099450735z,GNU C++17 (64),30 ms,0 KB,231A,Team,231,A
174005472,Sep/29/2022 20:41,Ansam092,GNU C++17,30 ms,0 KB,231A,Team,231,A
142021325,Jan/08/2022 20:11,_OmarAbdo,GNU C++14,30 ms,0 KB,231A,Team,231,A
148474022,Mar/05/2022 17:35,obadaa.masri,GNU C++17,30 ms,0 KB,231A,Team,231,A
163778894,Jul/12/2022 13:22,kinannotfound,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
109030701,Mar/03/2021 20:47,ali.alnahhas.22,GNU C++11,60 ms,0 KB,231A,Team,231,A
182928071,Nov/27/2022 19:08,Mounir_Maleh,MS C++ 2017,30 ms,0 KB,231A,Team,231,A
123707065,Jul/25/2021 16:27,Ahmed-yaser,GNU C++17,62 ms,3700 KB,231A,Team,231,A
161802517,Jun/25/2022 20:58,masa_beydoun,GNU C++17,30 ms,1000 KB,231A,Team,231,A
169272406,Aug/21/2022 22:09,M.Qattan,GNU C++17,30 ms,0 KB,231A,Team,231,A
163777574,Jul/12/2022 13:10,kinannotfound,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
149088867,Mar/10/2022 17:06,Waellhasan,GNU C++17,30 ms,0 KB,231A,Team,231,A
77725580,Apr/23/2020 10:53,3bdo_Farah,GNU C++14,62 ms,0 KB,231A,Team,231,A
76430292,Apr/13/2020 00:05,Qddo,GNU C++14,62 ms,0 KB,231A,Team,231,A
104186755,Jan/13/2021 14:04,RetiringNextCentury,MS C++ 2017,60 ms,0 KB,231A,Team,231,A
167137136,Aug/05/2022 20:22,IT-24-,GNU C++17,30 ms,0 KB,231A,Team,231,A
138581247,Dec/09/2021 23:21,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
33874753,Jan/03/2018 02:07,abdalkader-s,GNU C++14,30 ms,1900 KB,231A,Team,231,A
163717407,Jul/11/2022 23:26,sarah.m.akkad,GNU C++17 (64),30 ms,0 KB,231A,Team,231,A
190592096,Jan/25/2023 23:37,_s_h_a_m__,GNU C++17,30 ms,0 KB,231A,Team,231,A
68572047,Jan/11/2020 05:54,RamaRehawi,GNU C++17,60 ms,0 KB,231A,Team,231,A
109037644,Mar/03/2021 22:44,Alaa-Kaadan,GNU C++17,62 ms,0 KB,231A,Team,231,A
112940513,Apr/13/2021 18:27,Lanakhaled,MS C++ 2017,62 ms,0 KB,231A,Team,231,A
149243063,Mar/11/2022 14:23,mkdad_taleb,GNU C++17,30 ms,0 KB,231A,Team,231,A
177963150,Oct/26/2022 11:12,Mohammed_Abdelkareem,GNU C++17,30 ms,0 KB,231A,Team,231,A
172603540,Sep/19/2022 00:15,ShathaS2003,GNU C++17,30 ms,0 KB,231A,Team,231,A
67322591,Dec/21/2019 11:34,Diab,GNU C++11,62 ms,0 KB,231A,Team,231,A
156588263,May/10/2022 11:22,HASSAN_GH,GNU C++17,30 ms,0 KB,231A,Team,231,A
162280347,Jun/29/2022 23:41,Conan_y65,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
168019697,Aug/13/2022 00:18,Bicso,GNU C++14,30 ms,0 KB,231A,Team,231,A
36222025,Mar/12/2018 14:35,samer_orfali,GNU C++,30 ms,2000 KB,231A,Team,231,A
155086715,Apr/27/2022 07:20,OmranMk,GNU C++17,30 ms,0 KB,231A,Team,231,A
49636471,Feb/08/2019 21:59,abod3e9,GNU C++11,62 ms,0 KB,231A,Team,231,A
101464867,Dec/17/2020 02:34,Amr_Kart,GNU C++11,60 ms,0 KB,231A,Team,231,A
121560656,Jul/07/2021 15:10,Diab,GNU C++17,62 ms,0 KB,231A,Team,231,A
149565649,Mar/14/2022 01:21,8_8_2003_aliqasm,GNU C++17,30 ms,0 KB,231A,Team,231,A
167782371,Aug/10/2022 19:53,Abdulrhaim_Ma,GNU C++17,30 ms,0 KB,231A,Team,231,A
169370930,Aug/22/2022 22:40,sidratello9,GNU C++17,30 ms,0 KB,231A,Team,231,A
185729916,Dec/18/2022 00:03,ghaith.clash88,GNU C++17 (64),30 ms,0 KB,231A,Team,231,A
167000117,Aug/04/2022 19:15,Alaatnt,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
175053591,Oct/08/2022 00:11,0xessam,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
150279702,Mar/20/2022 18:28,MouayadL7,GNU C++14,30 ms,0 KB,231A,Team,231,A
32721054,Nov/27/2017 19:32,SaeedSabbagh,GNU C++17 Diagnostics,1620 ms,97000 KB,231A,Team,231,A
200864413,Apr/05/2023 14:16,abd-alrzaq,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
109179271,Mar/05/2021 22:59,Bassam1412,GNU C++17,62 ms,0 KB,231A,Team,231,A
178084114,Oct/27/2022 13:31,A.M.B.E,GNU C++17,30 ms,0 KB,231A,Team,231,A
181265175,Nov/17/2022 07:59,Zaid_Al_Habbal,GNU C++20 (64),0 ms,0 KB,231A,Team,231,A
157408860,May/16/2022 18:53,Mohammed--alhefawe,GNU C++17,30 ms,1000 KB,231A,Team,231,A
173011784,Sep/22/2022 05:30,Sarah_nn,GNU C++17,30 ms,0 KB,231A,Team,231,A
169269231,Aug/21/2022 21:28,Kareembo,GNU C++17,30 ms,0 KB,231A,Team,231,A
109352778,Mar/07/2021 20:20,DARK-N,GNU C++17,62 ms,0 KB,231A,Team,231,A
173502494,Sep/25/2022 20:50,codeiologist,GNU C++17 (64),30 ms,0 KB,231A,Team,231,A
109805311,Mar/12/2021 20:44,AbdAlrhman_QaraBolad,GNU C++17,60 ms,0 KB,231A,Team,231,A
67279519,Dec/20/2019 15:44,Brre.Hemo,GNU C++17,60 ms,0 KB,231A,Team,231,A
17362865,Apr/17/2016 14:12,Zaher,GNU C++11,30 ms,2200 KB,231A,Team,231,A
175740276,Oct/12/2022 12:49,Abd_HM,GNU C++17,30 ms,0 KB,231A,Team,231,A
148997344,Mar/09/2022 17:16,7nooOoOoon,GNU C++17,30 ms,0 KB,231A,Team,231,A
3500375,Apr/10/2013 21:02,RedNextCentury,GNU C++,15 ms,0 KB,231A,Team,231,A
58499449,Aug/09/2019 16:37,yaser.harba,GNU C++17,62 ms,0 KB,231A,Team,231,A
147862854,Feb/27/2022 16:22,KHALED.TELLO,MS C++ 2017,30 ms,0 KB,231A,Team,231,A
165830433,Jul/27/2022 01:20,Anti_tourist4000,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
147961743,Feb/28/2022 19:11,ZENGOO,GNU C++14,30 ms,0 KB,231A,Team,231,A
167785772,Aug/10/2022 20:30,MarioAndrawos,GNU C++17,30 ms,0 KB,231A,Team,231,A
158931590,May/31/2022 08:50,Nour-Aldeen,GNU C++17,30 ms,0 KB,231A,Team,231,A
168222223,Aug/14/2022 07:20,Wiaam_SA,GNU C++17,30 ms,0 KB,231A,Team,231,A
176191677,Oct/14/2022 20:32,MuhannadW,GNU C++17,30 ms,0 KB,231A,Team,231,A
196118238,Mar/05/2023 13:14,abdalrhman.alkafry,GNU C++17 (64),30 ms,0 KB,231A,Team,231,A
113370987,Apr/18/2021 03:17,Alhomse,MS C++ 2017,60 ms,0 KB,231A,Team,231,A
56639562,Jul/07/2019 02:34,Raneem.Alhassan,GNU C++11,62 ms,0 KB,231A,Team,231,A
158905865,May/30/2022 21:56,AbodeKu,GNU C++14,30 ms,0 KB,231A,Team,231,A
183622718,Dec/02/2022 19:10,NawarAlTibi,GNU C++17,30 ms,0 KB,231A,Team,231,A
147634558,Feb/25/2022 10:10,AbdAR,GNU C++17,30 ms,0 KB,231A,Team,231,A
156182245,May/07/2022 12:49,dee..,GNU C++17,30 ms,0 KB,231A,Team,231,A
161251093,Jun/19/2022 21:34,Dodeh,GNU C++17,30 ms,0 KB,231A,Team,231,A
62330233,Oct/10/2019 23:19,sepsa.m,GNU C++17,62 ms,0 KB,231A,Team,231,A
78978777,May/04/2020 17:58,Hamza_99,GNU C++17,62 ms,0 KB,231A,Team,231,A
103905160,Jan/09/2021 20:51,DARK-N,GNU C++17,60 ms,0 KB,231A,Team,231,A
148735901,Mar/07/2022 22:32,sanji333333,GNU C++17,30 ms,0 KB,231A,Team,231,A
58838210,Aug/15/2019 02:09,Raed_Sb,GNU C++14,62 ms,0 KB,231A,Team,231,A
71870509,Feb/25/2020 19:05,AhmadShahal,GNU C++14,60 ms,0 KB,231A,Team,231,A
148047115,Mar/01/2022 19:13,ghina.alrefai,GNU C++17,30 ms,0 KB,231A,Team,231,A
159221557,Jun/02/2022 09:57,Hamza_Alattar.1,GNU C++17,30 ms,0 KB,231A,Team,231,A
16473466,Mar/03/2016 00:01,Mohammad_Kartoumeh,GNU C++,62 ms,3900 KB,231A,Team,231,A
112730356,Apr/12/2021 01:42,amarashujaa,GNU C++17,62 ms,9800 KB,231A,Team,231,A
125018112,Aug/06/2021 08:43,_SADIEM_,GNU C++17,60 ms,3800 KB,231A,Team,231,A
151294680,Mar/29/2022 07:44,Grapeee,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
140247720,Dec/22/2021 13:59,_Salty,GNU C++17,30 ms,0 KB,231A,Team,231,A
163091528,Jul/07/2022 13:01,sanji333333,GNU C++17,30 ms,0 KB,231A,Team,231,A
106205922,Feb/01/2021 18:33,Mohamed-Omran,GNU C++17,62 ms,3900 KB,231A,Team,231,A
45893867,Nov/17/2018 23:27,Ahmad7_7,GNU C++17,60 ms,300 KB,231A,Team,231,A
148697160,Mar/07/2022 15:31,7amzahsa,GNU C++20 (64),30 ms,0 KB,231A,Team,231,A
111862623,Apr/03/2021 15:34,amarashujaa,GNU C++17,62 ms,0 KB,231A,Team,231,A
104947837,Jan/21/2021 06:38,_SADIEM_,GNU C++14,62 ms,0 KB,231A,Team,231,A
127865508,Sep/04/2021 21:21,_SADIEM_,GNU C++17,60 ms,3700 KB,231A,Team,231,A
175132067,Oct/08/2022 15:05,Mohammad_Alassali,GNU C++17,30 ms,0 KB,231A,Team,231,A
69243776,Jan/21/2020 15:17,MouazBudier,GNU C++17,60 ms,0 KB,231A,Team,231,A
107957550,Feb/19/2021 18:31,Brre.Hemo,GNU C++17,30 ms,0 KB,231A,Team,231,A
109178504,Mar/05/2021 22:42,Bassam1412,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
148643706,Mar/06/2022 23:19,obadaa.masri,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
148643900,Mar/06/2022 23:22,obadaa.masri,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
184872683,Dec/12/2022 12:27,043_33798_Nuraiym-7,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
149379066,Mar/12/2022 08:21,Lanakhaled,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
180129243,Nov/08/2022 22:15,amarashujaa,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
33157399,Dec/12/2017 17:13,abdalkader-s,GNU C++14,15 ms,2000 KB,1A,Theatre Square,1,A
148066709,Mar/02/2022 00:34,Zeina_Albarre,GNU C++17 (64),15 ms,0 KB,1A,Theatre Square,1,A
174366146,Oct/02/2022 15:38,ShathaS2003,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
178249206,Oct/28/2022 19:08,Kareembo,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
37082357,Apr/08/2018 00:01,Grapeee,GNU C++,15 ms,3400 KB,1A,Theatre Square,1,A
156589794,May/10/2022 11:45,HASSAN_GH,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
71754399,Feb/24/2020 12:26,AhmadShahal,GNU C++14,30 ms,0 KB,1A,Theatre Square,1,A
153002316,Apr/08/2022 13:41,ghina.alrefai,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
33921373,Jan/05/2018 15:12,RedNextCentury,GNU C++11,15 ms,2000 KB,1A,Theatre Square,1,A
157413706,May/16/2022 19:47,Mohammed--alhefawe,GNU C++17,15 ms,1000 KB,1A,Theatre Square,1,A
199415935,Mar/27/2023 16:44,abdalrhman.alkafry,GNU C++17 (64),15 ms,0 KB,1A,Theatre Square,1,A
67442009,Dec/22/2019 22:46,Diab,GNU C++11,31 ms,0 KB,1A,Theatre Square,1,A
109168878,Mar/05/2021 19:49,DARK-N,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
186869222,Dec/27/2022 14:53,ghaith.clash88,GNU C++17 (64),15 ms,0 KB,1A,Theatre Square,1,A
173004025,Sep/22/2022 01:54,M.Qattan,GNU C++14,15 ms,0 KB,1A,Theatre Square,1,A
103710999,Jan/08/2021 14:51,043_33798_Nuraiym-7,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
200620410,Apr/04/2023 01:08,IT-24-,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
149433258,Mar/12/2022 17:17,Hamza_Alattar.1,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
16329705,Feb/25/2016 15:04,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,1A,Theatre Square,1,A
67746661,Dec/27/2019 19:49,Brre.Hemo,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
148620603,Mar/06/2022 18:05,KHALED.TELLO,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
173004581,Sep/22/2022 02:13,codeiologist,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
16329716,Feb/25/2016 15:05,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,1A,Theatre Square,1,A
4068959,Jul/14/2013 14:19,RedNextCentury,GNU C++,15 ms,0 KB,1A,Theatre Square,1,A
167797429,Aug/10/2022 22:47,MarioAndrawos,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
146976024,Feb/20/2022 00:07,anas_allaham,MS C++ 2017,15 ms,0 KB,1A,Theatre Square,1,A
80126916,May/14/2020 18:29,3bdo_Farah,GNU C++14,30 ms,3900 KB,1A,Theatre Square,1,A
153127895,Apr/09/2022 11:28,Waellhasan,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
49768230,Feb/11/2019 15:36,Yaman_Alwaza,GNU C++17,15 ms,300 KB,1A,Theatre Square,1,A
200507273,Apr/03/2023 08:21,mohammed_kurdi,GNU C++20 (64),0 ms,0 KB,1A,Theatre Square,1,A
166163541,Jul/29/2022 23:31,Conan_y65,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
185423538,Dec/16/2022 10:04,Lanakhaled,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
186806366,Dec/26/2022 21:40,Omani,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
170842703,Sep/04/2022 16:13,sarah.m.akkad,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
174020007,Sep/29/2022 23:44,Wiaam_SA,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
104185697,Jan/13/2021 13:49,RetiringNextCentury,MS C++ 2017,31 ms,0 KB,1A,Theatre Square,1,A
148999262,Mar/09/2022 17:35,7nooOoOoon,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
33438159,Dec/19/2017 22:34,SaeedSabbagh,GNU C++17 Diagnostics,795 ms,96100 KB,1A,Theatre Square,1,A
149725961,Mar/15/2022 17:26,MouayadL7,GNU C++14,15 ms,100 KB,1A,Theatre Square,1,A
151105446,Mar/27/2022 17:04,_Salty,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
168203807,Aug/14/2022 00:19,Mohammad_Alassali,GNU C++17,0 ms,100 KB,1A,Theatre Square,1,A
188630787,Jan/09/2023 22:08,_s_h_a_m__,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
162330257,Jun/30/2022 14:15,Anti_tourist4000,GNU C++20 (64),0 ms,0 KB,1A,Theatre Square,1,A
109345807,Mar/07/2021 18:19,Alaa-Kaadan,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
157187701,May/14/2022 14:02,OmranMk,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
103644632,Jan/07/2021 17:59,Fadi_Futainah,GNU C++14,31 ms,0 KB,1A,Theatre Square,1,A
19955562,Aug/19/2016 04:40,Zaher,GNU C++11,15 ms,2000 KB,1A,Theatre Square,1,A
176232275,Oct/15/2022 07:20,MuhannadW,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
125499301,Aug/10/2021 18:42,Ahmed-yaser,GNU C++17,46 ms,3800 KB,1A,Theatre Square,1,A
166865005,Aug/04/2022 04:07,Sarah_nn,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
164122669,Jul/14/2022 11:49,A.M.B.E,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
181064144,Nov/15/2022 12:44,Zaid_Al_Habbal,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
161428369,Jun/22/2022 00:09,a7mad_taieb,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
104185604,Jan/13/2021 13:48,RetiringNextCentury,MS C++ 2017,31 ms,0 KB,1A,Theatre Square,1,A
95190100,Oct/11/2020 11:28,Bsher,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
148501610,Mar/06/2022 00:42,Alhomse,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
149187201,Mar/10/2022 22:24,AbdAR,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
49848504,Feb/13/2019 03:52,yaser.harba,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
156908963,May/12/2022 13:44,AbodeKu,GNU C++14,15 ms,0 KB,1A,Theatre Square,1,A
58837823,Aug/15/2019 01:40,Raed_Sb,GNU C++14,15 ms,0 KB,1A,Theatre Square,1,A
176199859,Oct/14/2022 21:38,_Salty,GNU C++17,15 ms,100 KB,1A,Theatre Square,1,A
72378897,Mar/04/2020 02:59,Raneem.Alhassan,GNU C++11,31 ms,0 KB,1A,Theatre Square,1,A
163644784,Jul/11/2022 11:19,dee..,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
49747096,Feb/11/2019 01:38,Dodeh,GNU C++11,717 ms,0 KB,1A,Theatre Square,1,A
206140694,May/16/2023 20:41,The_soviet_cat,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
170886325,Sep/04/2022 22:02,sanji333333,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
179304000,Nov/04/2022 21:31,Abd_HM,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
67434607,Dec/22/2019 19:36,3bdo_Farah,GNU C++11,31 ms,0 KB,1A,Theatre Square,1,A
184427293,Dec/09/2022 09:42,masa_beydoun,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
148740308,Mar/07/2022 23:47,7amzahsa,GNU C++20 (64),561 ms,0 KB,1A,Theatre Square,1,A
154975173,Apr/25/2022 22:40,Mohamed-Omran,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
186960237,Dec/27/2022 21:02,NawarAlTibi,GNU C++17,31 ms,0 KB,1A,Theatre Square,1,A
110730162,Mar/22/2021 14:50,Brre.Hemo,GNU C++17,30 ms,0 KB,1A,Theatre Square,1,A
162287867,Jun/30/2022 03:17,_SADIEM_,GNU C++20 (64),15 ms,0 KB,1A,Theatre Square,1,A
187394187,Dec/31/2022 02:07,0xessam,GNU C++17,15 ms,0 KB,1A,Theatre Square,1,A
163956949,Jul/12/2022 23:40,kinannotfound,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
163957127,Jul/12/2022 23:44,kinannotfound,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
169910969,Aug/27/2022 22:37,Karam_mohmd,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
149185453,Mar/10/2022 21:59,Waellhasan,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
175176424,Oct/08/2022 22:04,Ansam092,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
163956895,Jul/12/2022 23:39,kinannotfound,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
168056122,Aug/13/2022 11:55,Bicso,GNU C++14,30 ms,0 KB,158A,Next Round,158,A
109182032,Mar/06/2021 00:12,Bassam1412,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
148497032,Mar/05/2022 23:12,obadaa.masri,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
174098541,Sep/30/2022 17:57,ShathaS2003,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
32695495,Nov/27/2017 00:07,SaeedSabbagh,GNU C++17 Diagnostics,1622 ms,98600 KB,158A,Next Round,158,A
163949933,Jul/12/2022 22:00,kinannotfound,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
16340434,Feb/26/2016 08:22,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,158A,Next Round,158,A
39630724,Jun/24/2018 23:19,ali.alnahhas.22,GNU C++11,62 ms,0 KB,158A,Next Round,158,A
147537230,Feb/24/2022 08:54,AbdAR,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
78974704,May/04/2020 17:14,Hamza_99,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
106182925,Feb/01/2021 14:25,043_33798_Nuraiym-7,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
156844998,May/11/2022 18:10,HASSAN_GH,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
196671001,Mar/09/2023 17:20,_s_h_a_m__,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
64605111,Nov/09/2019 23:10,sepsa.m,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
34557790,Jan/25/2018 23:42,Bsher,GNU C++14,30 ms,1900 KB,158A,Next Round,158,A
127799399,Sep/04/2021 00:40,Alaa-Kaadan,GNU C++17,62 ms,3700 KB,158A,Next Round,158,A
169348365,Aug/22/2022 18:13,Kareembo,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
36212659,Mar/12/2018 03:39,samer_orfali,GNU C++,60 ms,2000 KB,158A,Next Round,158,A
161805271,Jun/25/2022 21:28,masa_beydoun,GNU C++17,30 ms,1000 KB,158A,Next Round,158,A
149662424,Mar/15/2022 03:23,anas_allaham,MS C++ 2017,30 ms,0 KB,158A,Next Round,158,A
147985044,Mar/01/2022 01:33,ZENGOO,GNU C++14,60 ms,0 KB,158A,Next Round,158,A
115367177,May/06/2021 04:56,Alhomse,MS C++ 2017,62 ms,3900 KB,158A,Next Round,158,A
170864621,Sep/04/2022 18:27,sarah.m.akkad,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
186502271,Dec/23/2022 21:41,M.Qattan,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
3499268,Apr/10/2013 15:31,RedNextCentury,GNU C++,15 ms,0 KB,158A,Next Round,158,A
173006403,Sep/22/2022 03:13,codeiologist,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
180725195,Nov/13/2022 11:40,Mohammed_Abdelkareem,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
67785279,Dec/28/2019 15:31,3bdo_Farah,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
147000868,Feb/20/2022 09:59,anas_allaham,MS C++ 2017,30 ms,0 KB,158A,Next Round,158,A
196954796,Mar/11/2023 18:54,Zaid_Al_Habbal,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
191699561,Feb/02/2023 14:41,Abdulrhaim_Ma,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
149562126,Mar/13/2022 23:45,Hamza_Alattar.1,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
104230816,Jan/14/2021 01:42,RetiringNextCentury,GNU C++14,62 ms,0 KB,158A,Next Round,158,A
148392938,Mar/04/2022 22:30,ghina.alrefai,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
140253061,Dec/22/2021 15:03,_Salty,GNU C++17,60 ms,0 KB,158A,Next Round,158,A
149557181,Mar/13/2022 22:09,KHALED.TELLO,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
157501036,May/17/2022 20:17,Mohammed--alhefawe,GNU C++17,30 ms,1000 KB,158A,Next Round,158,A
148663260,Mar/07/2022 08:30,Lanakhaled,MS C++ 2017,30 ms,0 KB,158A,Next Round,158,A
149025864,Mar/09/2022 22:47,Alaa-Kaadan,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
156364970,May/08/2022 23:56,OmranMk,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
164363007,Jul/15/2022 22:34,A.M.B.E,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
179309165,Nov/04/2022 21:53,obada_katma,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
176211089,Oct/14/2022 23:43,MuhannadW,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
197635959,Mar/16/2023 15:28,abdalrhman.alkafry,GNU C++17 (64),30 ms,0 KB,158A,Next Round,158,A
171064625,Sep/06/2022 17:36,Wiaam_SA,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
47815415,Jan/01/2019 17:05,Yaman_Alwaza,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
49733846,Feb/10/2019 20:02,abod3e9,GNU C++11,62 ms,0 KB,158A,Next Round,158,A
184085170,Dec/06/2022 13:28,Mounir_Maleh,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
111778392,Apr/02/2021 13:48,Brre.Hemo,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
187537395,Jan/01/2023 18:32,NawarAlTibi,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
161462477,Jun/22/2022 13:03,Conan_y65,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
78975371,May/04/2020 17:22,Hamza_99,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
156554106,May/09/2022 21:38,AbodeKu,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
156365082,May/08/2022 23:59,OmranMk,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
186381728,Dec/22/2022 19:25,ghaith.clash88,GNU C++17 (64),30 ms,0 KB,158A,Next Round,158,A
166732167,Aug/02/2022 21:41,Anti_tourist4000,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
202498224,Apr/17/2023 16:56,ShadyH6,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
67786563,Dec/28/2019 16:00,Diab,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
141303974,Jan/01/2022 13:19,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
180658638,Nov/12/2022 19:54,abd-alrzaq,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
168605550,Aug/16/2022 20:37,MarioAndrawos,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
112998495,Apr/14/2021 13:28,Lanakhaled,MS C++ 2017,62 ms,300 KB,158A,Next Round,158,A
149450984,Mar/12/2022 20:31,dee..,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
168604553,Aug/16/2022 20:27,MarioAndrawos,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
158903365,May/30/2022 21:21,Nour-Aldeen,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
186509813,Dec/23/2022 23:22,M.Qattan,GNU C++20 (64),30 ms,0 KB,158A,Next Round,158,A
76614373,Apr/13/2020 19:49,Qddo,GNU C++14,92 ms,0 KB,158A,Next Round,158,A
109464267,Mar/09/2021 14:47,DARK-N,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
75798506,Apr/08/2020 06:23,RamaRehawi,GNU C++17,62 ms,0 KB,158A,Next Round,158,A
148738055,Mar/07/2022 23:04,sanji333333,GNU C++17,30 ms,0 KB,158A,Next Round,158,A
