#,When,Who,Problem_name,Number,Character
169569114,Aug/25/2022 06:29,kinannotfound,Triangular numbers,47,A
169566582,Aug/25/2022 05:25,kinannotfound,New Year Candles,379,A
169564449,Aug/25/2022 04:26,kinannotfound,Cheap Travel,466,A
169561981,Aug/25/2022 03:01,kinannotfound,Xenia and Ringroad,339,B
169555214,Aug/24/2022 23:42,kinannotfound,Young Physicist,69,A
169494213,Aug/24/2022 11:29,kinannotfound,Tricky Sum,598,A
169494175,Aug/24/2022 11:28,kinannotfound,Tricky Sum,598,A
169445051,Aug/23/2022 20:07,kinannotfound,Square String?,1619,A
169442430,Aug/23/2022 19:40,kinannotfound,Word,59,A
169441107,Aug/23/2022 19:28,kinannotfound,Nearly Lucky Number,110,A
169440095,Aug/23/2022 19:17,kinannotfound,Petya and Strings,112,A
169439973,Aug/23/2022 19:16,kinannotfound,Petya and Strings,112,A
169438751,Aug/23/2022 19:03,kinannotfound,Petya and Strings,112,A
169437454,Aug/23/2022 18:50,kinannotfound,Bear and Big Brother,791,A
169058142,Aug/20/2022 12:01,kinannotfound,Luxurious Houses,581,B
169057916,Aug/20/2022 11:59,kinannotfound,Luxurious Houses,581,B
169057593,Aug/20/2022 11:56,kinannotfound,Luxurious Houses,581,B
169054397,Aug/20/2022 11:22,kinannotfound,Luxurious Houses,581,B
169015547,Aug/19/2022 23:51,kinannotfound,Luxurious Houses,581,B
168899926,Aug/19/2022 01:23,kinannotfound,Diplomas and Certificates,818,A
168664652,Aug/17/2022 10:44,kinannotfound,Watermelon,4,A
168625325,Aug/16/2022 23:49,kinannotfound,Candies and Two Sisters,1335,A
168625215,Aug/16/2022 23:48,kinannotfound,Candies and Two Sisters,1335,A
168625109,Aug/16/2022 23:46,kinannotfound,Candies and Two Sisters,1335,A
168624838,Aug/16/2022 23:42,kinannotfound,Candies and Two Sisters,1335,A
168624646,Aug/16/2022 23:39,kinannotfound,Candies and Two Sisters,1335,A
168624487,Aug/16/2022 23:36,kinannotfound,Candies and Two Sisters,1335,A
168624427,Aug/16/2022 23:35,kinannotfound,Candies and Two Sisters,1335,A
168624240,Aug/16/2022 23:33,kinannotfound,Candies and Two Sisters,1335,A
168187516,Aug/13/2022 21:13,kinannotfound,Games,268,A
168187201,Aug/13/2022 21:10,kinannotfound,Games,268,A
168187089,Aug/13/2022 21:09,kinannotfound,Games,268,A
168184392,Aug/13/2022 20:50,kinannotfound,Pangram,520,A
168176394,Aug/13/2022 19:45,kinannotfound,Anton and Letters,443,A
168092861,Aug/13/2022 17:38,kinannotfound,Anton and Letters,443,A
168085234,Aug/13/2022 16:57,kinannotfound,Divisibility Problem,1328,A
168024727,Aug/13/2022 02:19,kinannotfound,Dubstep,208,A
168024100,Aug/13/2022 01:59,kinannotfound,Dubstep,208,A
168023931,Aug/13/2022 01:54,kinannotfound,Dubstep,208,A
168023921,Aug/13/2022 01:54,kinannotfound,Dubstep,208,A
167940007,Aug/12/2022 09:27,kinannotfound,cAPS lOCK,131,A
167938493,Aug/12/2022 09:08,kinannotfound,cAPS lOCK,131,A
167909928,Aug/11/2022 23:03,kinannotfound,cAPS lOCK,131,A
167881816,Aug/11/2022 17:50,kinannotfound,Arrival of the General,144,A
167878979,Aug/11/2022 17:25,kinannotfound,Arrival of the General,144,A
167878392,Aug/11/2022 17:19,kinannotfound,Arrival of the General,144,A
167786093,Aug/10/2022 20:34,kinannotfound,Insomnia cure,148,A
167785942,Aug/10/2022 20:32,kinannotfound,Insomnia cure,148,A
167733475,Aug/10/2022 12:57,kinannotfound,Taxi,158,B
167733124,Aug/10/2022 12:54,kinannotfound,Taxi,158,B
167729438,Aug/10/2022 12:20,kinannotfound,Taxi,158,B
167436982,Aug/07/2022 20:46,kinannotfound,I Wanna Be the Guy,469,A
167435613,Aug/07/2022 20:33,kinannotfound,Kefa and First Steps,580,A
167435596,Aug/07/2022 20:32,kinannotfound,Kefa and First Steps,580,A
167435555,Aug/07/2022 20:32,kinannotfound,Kefa and First Steps,580,A
167191949,Aug/06/2022 10:49,kinannotfound,Kefa and First Steps,580,A
167156885,Aug/05/2022 23:55,kinannotfound,Expression,479,A
167152275,Aug/05/2022 22:46,kinannotfound,Gravity Flip,405,A
167152168,Aug/05/2022 22:45,kinannotfound,Gravity Flip,405,A
167137863,Aug/05/2022 20:29,kinannotfound,Is your horseshoe on the other hoof?,228,A
167137663,Aug/05/2022 20:27,kinannotfound,Is your horseshoe on the other hoof?,228,A
167135631,Aug/05/2022 20:07,kinannotfound,Is your horseshoe on the other hoof?,228,A
167129626,Aug/05/2022 19:14,kinannotfound,Hulk,705,A
167129082,Aug/05/2022 19:10,kinannotfound,Hulk,705,A
167113146,Aug/05/2022 17:08,kinannotfound,Hulk,705,A
167110472,Aug/05/2022 16:46,kinannotfound,Drinks,200,B
167110373,Aug/05/2022 16:45,kinannotfound,Drinks,200,B
167018656,Aug/04/2022 20:52,kinannotfound,Ultra Fast Mathematician,61,A
167018541,Aug/04/2022 20:50,kinannotfound,Ultra Fast Mathematician,61,A
167017989,Aug/04/2022 20:45,kinannotfound,Ultra Fast Mathematician,61,A
166984970,Aug/04/2022 18:35,kinannotfound,Even Odds,318,A
166984786,Aug/04/2022 18:35,kinannotfound,Even Odds,318,A
166984515,Aug/04/2022 18:34,kinannotfound,Even Odds,318,A
166983369,Aug/04/2022 18:32,kinannotfound,Even Odds,318,A
166982969,Aug/04/2022 18:31,kinannotfound,Even Odds,318,A
166912863,Aug/04/2022 14:50,kinannotfound,HQ9+,133,A
166909271,Aug/04/2022 14:14,kinannotfound,Magnets,344,A
166909140,Aug/04/2022 14:13,kinannotfound,Magnets,344,A
166909069,Aug/04/2022 14:12,kinannotfound,Magnets,344,A
166906034,Aug/04/2022 13:39,kinannotfound,Magnets,344,A
166905913,Aug/04/2022 13:37,kinannotfound,Magnets,344,A
166192552,Jul/30/2022 09:38,kinannotfound,Presents,136,A
166161326,Jul/29/2022 22:56,kinannotfound,Presents,136,A
166160824,Jul/29/2022 22:49,kinannotfound,Presents,136,A
166160462,Jul/29/2022 22:44,kinannotfound,Presents,136,A
166151785,Jul/29/2022 20:59,kinannotfound,In Search of an Easy Problem,1030,A
166151590,Jul/29/2022 20:57,kinannotfound,In Search of an Easy Problem,1030,A
166151285,Jul/29/2022 20:54,kinannotfound,In Search of an Easy Problem,1030,A
166151125,Jul/29/2022 20:52,kinannotfound,In Search of an Easy Problem,1030,A
166151010,Jul/29/2022 20:51,kinannotfound,In Search of an Easy Problem,1030,A
166150726,Jul/29/2022 20:48,kinannotfound,In Search of an Easy Problem,1030,A
166149830,Jul/29/2022 20:38,kinannotfound,George and Accommodation,467,A
166149728,Jul/29/2022 20:37,kinannotfound,George and Accommodation,467,A
166148706,Jul/29/2022 20:26,kinannotfound,George and Accommodation,467,A
166148482,Jul/29/2022 20:23,kinannotfound,George and Accommodation,467,A
166106200,Jul/29/2022 14:23,kinannotfound,Twins,160,A
166105956,Jul/29/2022 14:20,kinannotfound,Twins,160,A
166104617,Jul/29/2022 14:05,kinannotfound,Twins,160,A
166095653,Jul/29/2022 12:24,kinannotfound,Twins,160,A
166088015,Jul/29/2022 11:12,kinannotfound,Lucky Division,122,A
166083328,Jul/29/2022 10:26,kinannotfound,Vanya and Fence,677,A
166052696,Jul/29/2022 00:44,kinannotfound,Calculating Function,486,A
166050441,Jul/29/2022 00:00,kinannotfound,Calculating Function,486,A
166050070,Jul/28/2022 23:53,kinannotfound,Calculating Function,486,A
166044825,Jul/28/2022 22:32,kinannotfound,Calculating Function,486,A
166044676,Jul/28/2022 22:30,kinannotfound,Calculating Function,486,A
165890426,Jul/27/2022 15:31,kinannotfound,Lucky Division,122,A
165883442,Jul/27/2022 14:34,kinannotfound,Beautiful Year,271,A
165882111,Jul/27/2022 14:23,kinannotfound,Beautiful Year,271,A
165882024,Jul/27/2022 14:22,kinannotfound,Beautiful Year,271,A
165876667,Jul/27/2022 13:32,kinannotfound,Translation,41,A
165876113,Jul/27/2022 13:27,kinannotfound,Translation,41,A
165875983,Jul/27/2022 13:25,kinannotfound,Translation,41,A
165874544,Jul/27/2022 13:09,kinannotfound,Chat room,58,A
165874105,Jul/27/2022 13:05,kinannotfound,Chat room,58,A
165300078,Jul/22/2022 14:15,kinannotfound,Anton and Danik,734,A
165298230,Jul/22/2022 13:55,kinannotfound,Anton and Danik,734,A
165020905,Jul/20/2022 17:25,kinannotfound,Queue at the School,266,B
165020631,Jul/20/2022 17:22,kinannotfound,Queue at the School,266,B
165020183,Jul/20/2022 17:18,kinannotfound,Queue at the School,266,B
165019824,Jul/20/2022 17:14,kinannotfound,Queue at the School,266,B
164936371,Jul/19/2022 22:17,kinannotfound,Nearly Lucky Number,110,A
164935402,Jul/19/2022 22:05,kinannotfound,Nearly Lucky Number,110,A
164912827,Jul/19/2022 18:09,kinannotfound,Tram,116,A
164911636,Jul/19/2022 17:58,kinannotfound,Tram,116,A
164911410,Jul/19/2022 17:55,kinannotfound,Tram,116,A
164909440,Jul/19/2022 17:36,kinannotfound,Watermelon,4,A
164902525,Jul/19/2022 16:47,kinannotfound,Wrong Subtraction,977,A
164901901,Jul/19/2022 16:41,kinannotfound,Wrong Subtraction,977,A
164879660,Jul/19/2022 13:15,kinannotfound,Word,59,A
164879418,Jul/19/2022 13:12,kinannotfound,Word,59,A
164878186,Jul/19/2022 13:00,kinannotfound,Word,59,A
164872834,Jul/19/2022 12:12,kinannotfound,Word,59,A
164861836,Jul/19/2022 10:47,kinannotfound,Elephant,617,A
164861121,Jul/19/2022 10:41,kinannotfound,Elephant,617,A
164858849,Jul/19/2022 10:19,kinannotfound,Football,96,A
164857425,Jul/19/2022 10:04,kinannotfound,Football,96,A
164854697,Jul/19/2022 09:36,kinannotfound,Young Physicist,69,A
164853424,Jul/19/2022 09:21,kinannotfound,Young Physicist,69,A
164773901,Jul/18/2022 18:47,kinannotfound,Young Physicist,69,A
164747177,Jul/18/2022 17:53,kinannotfound,Soldier and Bananas,546,A
164742522,Jul/18/2022 17:47,kinannotfound,Soldier and Bananas,546,A
164697598,Jul/18/2022 11:47,kinannotfound,Soldier and Bananas,546,A
164609584,Jul/17/2022 14:50,kinannotfound,Bear and Big Brother,791,A
164609313,Jul/17/2022 14:48,kinannotfound,Bear and Big Brother,791,A
164608305,Jul/17/2022 14:36,kinannotfound,Bear and Big Brother,791,A
164601904,Jul/17/2022 13:26,kinannotfound,Stones on the Table,266,A
164601425,Jul/17/2022 13:21,kinannotfound,Stones on the Table,266,A
164436398,Jul/16/2022 14:23,kinannotfound,Boy or Girl,236,A
164347733,Jul/15/2022 19:56,kinannotfound,Word Capitalization,281,A
164347339,Jul/15/2022 19:53,kinannotfound,Word Capitalization,281,A
164346968,Jul/15/2022 19:50,kinannotfound,Word Capitalization,281,A
164298639,Jul/15/2022 17:16,kinannotfound,String Task,118,A
164288979,Jul/15/2022 17:01,kinannotfound,String Task,118,A
164181950,Jul/14/2022 21:45,kinannotfound,Helpful Maths,339,A
164180505,Jul/14/2022 21:27,kinannotfound,Petya and Strings,112,A
164176713,Jul/14/2022 20:39,kinannotfound,Petya and Strings,112,A
164017070,Jul/13/2022 13:17,kinannotfound,Beautiful Matrix,263,A
164015238,Jul/13/2022 13:00,kinannotfound,Beautiful Matrix,263,A
164007757,Jul/13/2022 11:44,kinannotfound,Bit++,282,A
164007041,Jul/13/2022 11:37,kinannotfound,Bit++,282,A
164006473,Jul/13/2022 11:32,kinannotfound,Bit++,282,A
164004893,Jul/13/2022 11:18,kinannotfound,Domino piling,50,A
163957127,Jul/12/2022 23:44,kinannotfound,Next Round,158,A
163956949,Jul/12/2022 23:40,kinannotfound,Next Round,158,A
163956895,Jul/12/2022 23:39,kinannotfound,Next Round,158,A
163949933,Jul/12/2022 22:00,kinannotfound,Next Round,158,A
163778894,Jul/12/2022 13:22,kinannotfound,Team,231,A
163777574,Jul/12/2022 13:10,kinannotfound,Team,231,A
163775951,Jul/12/2022 12:57,kinannotfound,Way Too Long Words,71,A
163771262,Jul/12/2022 12:17,kinannotfound,Way Too Long Words,71,A
163727293,Jul/12/2022 03:44,kinannotfound,Watermelon,4,A
206574089,May/20/2023 01:53,_SADIEM_,Vlad Building Beautiful Array,1833,C
206541031,May/19/2023 19:44,_SADIEM_,Round Dance,1833,E
206528303,May/19/2023 19:16,_SADIEM_,Flipper,1833,D
206488377,May/19/2023 18:06,_SADIEM_,Vlad Building Beautiful Array,1833,C
206478724,May/19/2023 17:55,_SADIEM_,Restore the Weather,1833,B
206463576,May/19/2023 17:41,_SADIEM_,Musical Puzzle,1833,A
205254898,May/09/2023 20:10,_SADIEM_,Medians and Partition,101911,K
205247322,May/09/2023 18:57,_SADIEM_,Tickets,101911,F
205243370,May/09/2023 18:22,_SADIEM_,Theater Square,101911,H
205238641,May/09/2023 17:40,_SADIEM_,Coffee Break,101911,A
205235876,May/09/2023 17:15,_SADIEM_,Bacteria,101911,C
205231414,May/09/2023 16:37,_SADIEM_,Buying a TV Set,101911,J
205229457,May/09/2023 16:19,_SADIEM_,Heist,101911,I
205132007,May/08/2023 17:56,_SADIEM_,LuoTianyi and the Palindrome String,1825,A
205029531,May/08/2023 01:29,_SADIEM_,Hits Different,1829,G
204890193,May/06/2023 21:35,_SADIEM_,Don't Blame Me,1829,H
204884040,May/06/2023 20:37,_SADIEM_,Don't Blame Me,1829,H
204853401,May/06/2023 19:10,_SADIEM_,Don't Blame Me,1829,H
204852105,May/06/2023 19:08,_SADIEM_,Don't Blame Me,1829,H
204828540,May/06/2023 18:35,_SADIEM_,Forever Winter,1829,F
204827165,May/06/2023 18:33,_SADIEM_,Forever Winter,1829,F
204810675,May/06/2023 18:15,_SADIEM_,Gold Rush,1829,D
204803728,May/06/2023 18:08,_SADIEM_,The Lakes,1829,E
204773616,May/06/2023 17:45,_SADIEM_,Mr. Perfectly Fine,1829,C
204760007,May/06/2023 17:38,_SADIEM_,Blank Space,1829,B
204752770,May/06/2023 17:36,_SADIEM_,Love Story,1829,A
204482553,May/04/2023 19:53,_SADIEM_,Travelling Salesman,100712,F
204477570,May/04/2023 19:05,_SADIEM_,Alternating Strings,100712,D
204472918,May/04/2023 18:23,_SADIEM_,Heavy Coins,100712,G
204466065,May/04/2023 17:27,_SADIEM_,Alternating Strings,100712,D
204463984,May/04/2023 17:11,_SADIEM_,Rock Paper Scissors,100712,B
204454165,May/04/2023 15:44,_SADIEM_,Epic Professor,100712,E
204453537,May/04/2023 15:38,_SADIEM_,Street Lamps,100712,C
204451862,May/04/2023 15:24,_SADIEM_,Candy,100712,J
204451102,May/04/2023 15:18,_SADIEM_,Runtime Error,100712,K
204451030,May/04/2023 15:17,_SADIEM_,Who Is The Winner,100712,A
203413282,Apr/25/2023 11:34,_SADIEM_,Colorful Field,79,B
200923656,Apr/06/2023 02:32,_SADIEM_,Vlad and the Nice Paths (easy version),1811,G1
200907318,Apr/05/2023 21:56,_SADIEM_,Living Sequence,1811,E
200905730,Apr/05/2023 21:34,_SADIEM_,Living Sequence,1811,E
200828776,Apr/05/2023 07:27,_SADIEM_,Living Sequence,1811,E
200828294,Apr/05/2023 07:19,_SADIEM_,Living Sequence,1811,E
200827413,Apr/05/2023 07:04,_SADIEM_,Living Sequence,1811,E
200779359,Apr/04/2023 19:47,_SADIEM_,Conveyor Belts,1811,B
200778701,Apr/04/2023 19:45,_SADIEM_,Conveyor Belts,1811,B
200738069,Apr/04/2023 18:30,_SADIEM_,Restore the Array,1811,C
200695792,Apr/04/2023 17:40,_SADIEM_,Insert Digit,1811,A
200630386,Apr/04/2023 05:34,_SADIEM_,Alternative Thinking,604,C
200630361,Apr/04/2023 05:34,_SADIEM_,Alternative Thinking,604,C
200624634,Apr/04/2023 02:51,_SADIEM_,k Tree,431,C
198254704,Mar/19/2023 20:18,_SADIEM_,Interview,1807,E
198214241,Mar/19/2023 19:13,_SADIEM_,Subsequence Addition (Hard Version),1807,G2
198204560,Mar/19/2023 19:01,_SADIEM_,Subsequence Addition (Easy Version),1807,G1
198150043,Mar/19/2023 18:10,_SADIEM_,Odd Queries,1807,D
198141571,Mar/19/2023 18:05,_SADIEM_,Find and Replace,1807,C
198124792,Mar/19/2023 17:59,_SADIEM_,Grab the Candies,1807,B
198111207,Mar/19/2023 17:56,_SADIEM_,Plus or Minus,1807,A
198030469,Mar/19/2023 03:46,_SADIEM_,Walking Master,1806,A
196076730,Mar/05/2023 04:27,_SADIEM_,DZY Loves Chemistry,445,B
196034019,Mar/04/2023 21:32,_SADIEM_,Not Dividing,1794,B
196003305,Mar/04/2023 20:39,_SADIEM_,Prefix and Suffix Array,1794,A
195696728,Mar/02/2023 19:43,_SADIEM_,Unforgivable Curse (hard version),1800,E2
195695411,Mar/02/2023 19:40,_SADIEM_,Unforgivable Curse (easy version),1800,E1
195670757,Mar/02/2023 19:05,_SADIEM_,Remove Two Letters,1800,D
195617167,Mar/02/2023 18:06,_SADIEM_,Powering the Hero (hard version),1800,C2
195616462,Mar/02/2023 18:06,_SADIEM_,Powering the Hero (easy version),1800,C1
195594633,Mar/02/2023 17:49,_SADIEM_,Count the Number of Pairs,1800,B
195582263,Mar/02/2023 17:37,_SADIEM_,Is It a Cat?,1800,A
194709753,Feb/23/2023 21:07,_SADIEM_,Effective Approach,227,B
194708724,Feb/23/2023 20:58,_SADIEM_,Decoding,746,B
194708087,Feb/23/2023 20:52,_SADIEM_,Easter Eggs,78,B
194614096,Feb/22/2023 23:42,_SADIEM_,Caisa and Pylons,463,B
194612509,Feb/22/2023 23:22,_SADIEM_,Coins,47,B
194610869,Feb/22/2023 23:01,_SADIEM_,Sum of Digits,102,B
194610439,Feb/22/2023 22:56,_SADIEM_,Petya and Countryside,66,B
194608864,Feb/22/2023 22:37,_SADIEM_,Bear and Finding Criminals,680,B
194607977,Feb/22/2023 22:27,_SADIEM_,Burglar and Matches,16,B
194601238,Feb/22/2023 21:13,_SADIEM_,Pipeline,287,B
194598391,Feb/22/2023 20:45,_SADIEM_,Burning Midnight Oil,165,B
194597565,Feb/22/2023 20:37,_SADIEM_,Anton and Danik,734,A
194597246,Feb/22/2023 20:34,_SADIEM_,Vanya and Fence,677,A
193861227,Feb/16/2023 18:04,_SADIEM_,Ideal Point,1795,B
193847637,Feb/16/2023 17:48,_SADIEM_,Two Towers,1795,A
193246600,Feb/12/2023 01:00,_SADIEM_,Sum of Two Numbers,1788,B
193244089,Feb/12/2023 00:23,_SADIEM_,Matching Numbers,1788,C
193129253,Feb/11/2023 03:36,_SADIEM_,Double Cola,82,A
193127358,Feb/11/2023 02:46,_SADIEM_,Vladik and Courtesy,811,A
192996921,Feb/10/2023 01:43,_SADIEM_,Calculating Function,486,A
192995637,Feb/10/2023 01:17,_SADIEM_,Soldier and Bananas,546,A
192945716,Feb/09/2023 19:01,_SADIEM_,Sum of Two Numbers,1788,B
192877124,Feb/09/2023 17:39,_SADIEM_,One and Two,1788,A
192517971,Feb/06/2023 21:20,_SADIEM_,Dima and Salad,366,C
192515172,Feb/06/2023 20:58,_SADIEM_,Hard problem,706,C
192514767,Feb/06/2023 20:56,_SADIEM_,Hard problem,706,C
192512511,Feb/06/2023 20:39,_SADIEM_,Drazil and His Happy Friends,515,B
192410103,Feb/06/2023 04:28,_SADIEM_,Teleporters (Hard Version),1791,G2
192405140,Feb/06/2023 02:35,_SADIEM_,Negatives and Positives,1791,E
192402488,Feb/06/2023 01:43,_SADIEM_,Range Update Point Query,1791,F
192400960,Feb/06/2023 01:19,_SADIEM_,Animals,35,D
191949400,Feb/03/2023 18:31,_SADIEM_,Teleporters (Easy Version),1791,G1
191937256,Feb/03/2023 18:21,_SADIEM_,Negatives and Positives,1791,E
191883060,Feb/03/2023 17:46,_SADIEM_,Distinct Split,1791,D
191871922,Feb/03/2023 17:43,_SADIEM_,Prepend and Append,1791,C
191863824,Feb/03/2023 17:40,_SADIEM_,Following Directions,1791,B
191851546,Feb/03/2023 17:37,_SADIEM_,Codeforces Checking,1791,A
191824362,Feb/03/2023 14:30,_SADIEM_,Shell Game,35,A
191774609,Feb/03/2023 03:47,_SADIEM_,Star sky,835,C
191726059,Feb/02/2023 18:02,_SADIEM_,Flexible String,1778,C
191638053,Feb/02/2023 02:34,_SADIEM_,The Forbidden Permutation,1778,B
191637936,Feb/02/2023 02:31,_SADIEM_,The Forbidden Permutation,1778,B
191637898,Feb/02/2023 02:30,_SADIEM_,The Forbidden Permutation,1778,B
191636475,Feb/02/2023 01:54,_SADIEM_,Flip Flop Sum,1778,A
191615909,Feb/01/2023 21:15,_SADIEM_,Yet Another Yet Another Task,1359,D
191615433,Feb/01/2023 21:12,_SADIEM_,Yet Another Yet Another Task,1359,D
191300864,Jan/30/2023 22:08,_SADIEM_,Banana,335,A
191285089,Jan/30/2023 19:59,_SADIEM_,Vlad and a Pair of Numbers,1790,E
191276134,Jan/30/2023 18:55,_SADIEM_,Matryoshkas,1790,D
191274565,Jan/30/2023 18:44,_SADIEM_,Premutation,1790,C
191270878,Jan/30/2023 18:19,_SADIEM_,Taisia and Dice,1790,B
191269247,Jan/30/2023 18:08,_SADIEM_,Polycarp and the Day of Pi,1790,A
191188871,Jan/30/2023 02:09,_SADIEM_,Perfect Number,919,B
191140433,Jan/29/2023 18:53,_SADIEM_,Banana,335,A
191098392,Jan/29/2023 16:30,_SADIEM_,Vasya and Wrestling,493,B
191097336,Jan/29/2023 16:21,_SADIEM_,Preparing Olympiad,550,B
191093853,Jan/29/2023 15:49,_SADIEM_,Number of Pairs,1538,C
189602655,Jan/18/2023 08:09,_SADIEM_,Magic Numbers,628,D
189151313,Jan/14/2023 00:50,_SADIEM_,Yet Another Array Restoration,1409,C
189145354,Jan/13/2023 22:51,_SADIEM_,Corrupted Array,1512,D
189144232,Jan/13/2023 22:33,_SADIEM_,Packets,1037,A
189143519,Jan/13/2023 22:22,_SADIEM_,Equalize,1037,C
189143417,Jan/13/2023 22:21,_SADIEM_,Equalize,1037,C
188798916,Jan/10/2023 21:23,_SADIEM_,Gardener and the Array,1775,B
188794340,Jan/10/2023 20:47,_SADIEM_,Gardener and the Capybaras (hard version),1775,A2
188794278,Jan/10/2023 20:47,_SADIEM_,Gardener and the Capybaras (easy version),1775,A1
188635474,Jan/09/2023 23:19,_SADIEM_,Coloring Trees,711,C
188494843,Jan/08/2023 19:25,_SADIEM_,Matrix of Differences,1783,B
188435197,Jan/08/2023 17:40,_SADIEM_,Make it Beautiful,1783,A
188367890,Jan/08/2023 01:20,_SADIEM_,Zero Remainder Sum,1433,F
188155122,Jan/06/2023 05:02,_SADIEM_,MKnez's ConstructiveForces Task,1779,B
188151658,Jan/06/2023 03:15,_SADIEM_,Hall of Fame,1779,A
187634912,Jan/02/2023 19:06,_SADIEM_,Ternary String,1354,B
187634871,Jan/02/2023 19:06,_SADIEM_,Ternary String,1354,B
187628882,Jan/02/2023 18:11,_SADIEM_,Flipping Game,327,A
187522819,Jan/01/2023 15:53,_SADIEM_,Super Agent,12,A
187519086,Jan/01/2023 15:06,_SADIEM_,Table,359,A
187518907,Jan/01/2023 15:04,_SADIEM_,Table,359,A
187515303,Jan/01/2023 14:16,_SADIEM_,Mancala,975,B
187465820,Dec/31/2022 19:39,_SADIEM_,Golden Plate,1072,A
187394555,Dec/31/2022 02:22,_SADIEM_,Commentary Boxes,990,A
187389240,Dec/30/2022 23:48,_SADIEM_,Palindromic Twist,1027,A
